Currency,Price,Boat Type,Manufacturer,Type,Year Built,Material,Location,Number of views last 7 days,Country
EUR ,97500,Motor Yacht,Vri-Jon power boats,Used boat,1997,Steel,Netherlands » Roermond (NL),76,Netherlands
CHF ,105000,Wakeboard/Wakesurf,Axis power boats,"Used boat,Unleaded",2020,GRP,Switzerland » Lake of Zurich » Wangen SZ ,899,Switzerland
CHF ,104900,Sport Boat,Monterey power boats,"new boat from stock,Unleaded",2017,GRP,Switzerland » Bielersee » 3421 Lyssach,100,Switzerland
CHF ,104900,Sport Boat,AMT power boats,"Display Model,Unleaded",2018,GRP,Switzerland » Vierwaldstättersee » Beckenried ,118,Switzerland
EUR ,97000,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2002,GRP,Germany » Baden-Württemberg » Kressbronn,329,Germany
EUR ,97000,Sport Boat,Sessa power boats,"Used boat,Diesel",2007,GRP,Spain » Mallorca » Mallorca,49,Spain
EUR ,97000,Motor Yacht,Innovazioni e Progetti power boats,"Used boat,Diesel",2009,GRP,Italy » Friuli-Venezia Giulia,88,Italy
Â£ ,89950,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1995,GRP,United Kingdom » Torquay,76,United Kingdom
Â£ ,89950,Offshore Boat,Sunseeker power boats,"Used boat,Diesel",1999,GRP,United Kingdom » Poole,89,United Kingdom
Â£ ,89950,Sport Boat,Fairline power boats,"Used boat,Diesel",2001,PVC,"United Kingdom » Lincoln, Royaume Uni",126,United Kingdom
EUR ,98500,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2004,GRP,Croatia (Hrvatska) » Kvarner,181,Croatia (Hrvatska)
EUR ,98500,Motor Yacht,Vri-Jon power boats,"Used boat,Diesel",1996,Steel,Netherlands » Op aanvraag - Auf Anfrage - On request,78,Netherlands
EUR ,98500,Deck Boat,Moonday power boats,new boat from stock,2019,GRP,Netherlands » Lemmer,60,Netherlands
EUR ,98500,Cabin Boat,Bruno Abbate power boats,"Used boat,Unleaded",1999,GRP,Germany » Deggendorf,112,Germany
EUR ,98500,Motor Yacht,Proficiat power boats,"Used boat,Diesel",2004,Steel,Netherlands » Op aanvraag - Auf Anfrage - On request,71,Netherlands
EUR ,98300,Cabin Boat,Eolo power boats,new boat from stock,2020,GRP,Germany » Baden-Württemberg » Konstanz-Dettingen,150,Germany
EUR ,98190,Deck Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,PVC,"Spain » Palma, Espagne",46,Spain
EUR ,98000,Motor Yacht,Raffaelli power boats,"Used boat,Diesel",1995,GRP,Italy » Friuli-Venezia Giulia,30,Italy
EUR ,98000,"Classic,Flybridge",Camuffo power boats,Used boat,1981,Wood,Italy » Veneto » Veneto,49,Italy
EUR ,99000,Motor Yacht,Princess power boats,"Used boat,Diesel",2000,GRP,Croatia (Hrvatska) » INFO DD-YACHTING,138,Croatia (Hrvatska)
EUR ,99000,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2019,PVC,"France » Lorient, Lorient",54,France
EUR ,99000,Motor Yacht,Rhea power boats,"Used boat,Diesel",2006,PVC,"France » PORNICHET, PORNICHET",97,France
EUR ,99000,Cabin Boat,Bavaria power boats,"Used boat,Unleaded",2010,GRP,Spain » Mallorca » Palma,184,Spain
EUR ,99000,Motor Yacht,Rhea power boats,"Used boat,Diesel",2006,PVC,"France » 44380 PORNICHET, 44380 PORNICHET",135,France
EUR ,99000,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2019,PVC,"France » PORNICHET, PORNICHET",58,France
EUR ,99000,Flybridge,Edership power boats,"Used boat,Diesel",1991,GRP,Croatia (Hrvatska) » INFO BOOTE RIEDL NOVIGRAD,88,Croatia (Hrvatska)
EUR ,99000,"Classic,Trawler",Grand Banks power boats,"Used boat,Diesel",1972,Wood,"Spain » Palma, Espagne",261,Spain
EUR ,99000,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",2017,GRP,Germany » Konstanz,229,Germany
EUR ,99000,Pilothouse,Rhea power boats,Used boat,2008,GRP,France » onbekend,135,France
EUR ,99900,Trawler,Linssen power boats,"Used boat,Diesel",1993,Steel,"Germany » BOOTSSERVICE ENK/TREIS/MOSEL, BOOTSSERVICE ENK/TRE",128,Germany
EUR ,99900,Cabin Boat,Flipper power boats,"new boat on order,Unleaded",2020,GRP,Spain » Mallorca » Mallorca,79,Spain
EUR ,99900,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Diesel",2008,PVC,"France » Saint Cyprien, France",32,France
EUR ,99900,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Diesel",2008,PVC,"France » Saint Cyprien, France",80,France
EUR ,99890,Pilothouse,BÃ©nÃ©teau power boats,"new boat on order,Unleaded",2020,GRP,Germany » Gersthofen,148,Germany
EUR ,99800,Motor Yacht,Ãchsner power boats,"Used boat,Diesel",2014,GRP,Germany » Rhein » Schierstein,244,Germany
EUR ,99800,Sport Boat,Four Winns power boats,Used boat,2016,GRP,Germany » Bissendorf,154,Germany
EUR ,101000,Sport Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,PVC,"France » ANTIBES, ANTIBES",46,France
DKK ,750000,Motor Yacht,Sea Ray power boats,Used boat,1998,GRP,Denmark » Nordjylland,130,Denmark
EUR ,100185,Runabout,Yamarin power boats,new boat from stock,2020,GRP,Germany » auf Anfrage,142,Germany
EUR ,100000,Motor Yacht,Colombo power boats,"Used boat,Diesel",2001,GRP,Italy » Mar Tirreno,76,Italy
EUR ,100000,"Classic,Sport Boat",Brunnert-Grimm power boats,"Used boat,Unleaded",1968,Wood,Austria » Lake Constance » Vorarlberg,70,Austria
EUR ,100000,Hardtop,Tecnomarine power boats,"Used boat,Diesel",1988,GRP,Italy » Sardegna » Sardegna,107,Italy
EUR ,100000,Center console boat,Gagliotta power boats,"Used boat,Diesel",2004,GRP,Italy » Toscana » Toscana,47,Italy
EUR ,100000,Flybridge,Azimut power boats,"Used boat,Diesel",1993,GRP,Italy » Toscana » Toscana,135,Italy
EUR ,100000,Motor Yacht,Sanlorenzo power boats,"Used boat,Diesel",1991,GRP,"Italy » Liguria » VARAZZE, Liguria",121,Italy
EUR ,105000,Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2018,PVC,"France » LA ROCHELLE, LA ROCHELLE",90,France
EUR ,105000,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2004,GRP,Italy » Friuli-Venezia Giulia,58,Italy
EUR ,105000,Center console boat,Innovazioni e Progetti power boats,"Used boat,Diesel",2004,GRP,Italy » Toscana » Toscana,38,Italy
EUR ,105000,Motor Yacht,Succes power boats,"Used boat,Diesel",1994,Steel,Germany » Brandenburg » Berlin / Brandenburg ,89,Germany
EUR ,105000,Sport Boat,Aquador power boats,"Used boat,Diesel",2012,GRP,Croatia (Hrvatska) » Sibenik,178,Croatia (Hrvatska)
EUR ,105000,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2018,PVC,"France » Marseille, France",31,France
EUR ,105000,Sport Boat,AB Yachts power boats,Used boat,1994,GRP,Italy » Toscana » Toscana,94,Italy
EUR ,105000,Sport Boat,AXOPAR power boats,"Used boat,Unleaded",2019,GRP,Germany » Traben-Trarbach,255,Germany
EUR ,105000,Motor Yacht,Galeon power boats,"Used boat,Diesel",2006,GRP,Germany » Ostsee » Kiel ,330,Germany
EUR ,105000,Ketch,Amel power boats,"Used boat,Diesel",1992,PVC,France,97,France
EUR ,105000,Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",2014,PVC,"France » Menton, France",105,France
EUR ,109000,Sport Boat,Vismara power boats,"Used boat,Diesel",2013,GRP,Italy » Mar Tirreno,133,Italy
EUR ,108992,Sport Boat,Salpa power boats,"new boat on order,Unleaded",2020,GRP,Switzerland » Lake Constance » Goldach ,153,Switzerland
EUR ,108900,Sport Boat,Scarab power boats,"new boat from stock,Unleaded",2020,GRP,Germany » Bayern » Schwebheim / Schweinfurt,110,Germany
CHF ,117585,Wakeboard/Wakesurf,TigÃ© power boats,"new boat from stock,Unleaded",2018,GRP,Switzerland » Vierwaldstättersee » Luzern ,158,Switzerland
EUR ,108000,Wakeboard/Wakesurf,Nautique power boats,"new boat on order,Unleaded",2020,GRP,Germany » Rheinland-Pfalz » Worms,95,Germany
EUR ,108000,Flybridge,Rodman power boats,"Used boat,Diesel",2002,PVC,"Spain » Zumaya, Espagne",33,Spain
EUR ,108000,House Boat,Haines Marine power boats,"Used boat,Diesel",2012,GRP,France » Nordfrankreich,145,France
EUR ,107880,Motor Yacht,Master power boats,new boat on order,2020,GRP,France,151,France
EUR ,107500,Flybridge,Funcraft power boats,Used boat,1997,Steel,Netherlands » Veessen,102,Netherlands
DKK ,798000,"Classic,Runabout",Riva power boats,"Used boat,Unleaded",1977,Wood,"Denmark » Reese Marin, Aabenraa",188,Denmark
CHF ,115000,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1990,Wood,"Switzerland » Vierwaldstättersee » Marina Rütenen, Beckenried ",411,Switzerland
CHF ,115700,Cabin Boat,Nasbo power boats,"new boat from stock,Unleaded",2020,GRP,Switzerland » Lake Constance » Verkaufslager NW Altnau,129,Switzerland
EUR ,110000,Hardtop,Sealine power boats,"Used boat,Diesel",2008,PVC,"France » PORTO VECCHIO, France",260,France
EUR ,109990,Flybridge,Fairline power boats,"Used boat,Diesel",1995,GRP,Germany » Frankfurt Main,59,Germany
EUR ,109900,Bowrider,Cobalt power boats,"Display Model,Unleaded",2020,GRP,United States » Florida,77,United States
EUR ,109900,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2018,PVC,"France » CAP D'AGDE, France",75,France
CHF ,118800,House Boat,Veha power boats,"Used boat,Diesel",1986,Steel,Switzerland » Lago Maggiore » Locarno ,273,Switzerland
Â£ ,99999,Motor Yacht,Windy power boats,"Used boat,Diesel",2004,GRP,United Kingdom » Poole,102,United Kingdom
Â£ ,99950,Motor Yacht,Nimbus power boats,"Used boat,Diesel",2007,PVC,"United Kingdom » LINCOLN, Royaume Uni",257,United Kingdom
Â£ ,99950,Motor Yacht,Fairline power boats,"Used boat,Diesel",1990,PVC,"United Kingdom » Greenock, Greenock",112,United Kingdom
Â£ ,99950,Motor Yacht,Cruisers Yachts power boats,"Used boat,Diesel",2007,PVC,"United Kingdom » Dunoon, Dunoon",26,United Kingdom
EUR ,111950,Sport Boat,Crownline power boats,"new boat from stock,Unleaded",2019,GRP,"Germany » GUMMERSBACH, FA. SIEGEL GMBH, GUMMERSBACH, FA. SIE",119,Germany
EUR ,111600,Sport Boat,Crownline power boats,"new boat from stock,Unleaded",2019,GRP,Germany » Gummersbach,69,Germany
EUR ,111350,Cabin Boat,Invictus power boats,"new boat from stock,Unleaded",2020,GRP,Switzerland » Lake Geneva » Le Bouveret ,256,Switzerland
EUR ,111350,Sport Boat,Invictus power boats,"new boat on order,Unleaded",2020,GRP,Switzerland » Lake Constance » Goldach ,171,Switzerland
CHF ,120000,Wakeboard/Wakesurf,Supra power boats,"Display Model,Unleaded",2019,GRP,Switzerland » Murtensee » auf Anfrage,248,Switzerland
EUR ,111000,Motor Yacht,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,PVC,"France » La Rochelle, France",53,France
CHF ,119900,Motor Yacht,A. Mostes power boats,"Display Model,Unleaded",2020,GRP,Switzerland » Lake of Zurich » Horgen,279,Switzerland
DKK ,825000,Flybridge,Princess power boats,"Used boat,Diesel",1996,GRP,Denmark » Mitteljütland » Jylland,961,Denmark
CHF ,119398,Sport Boat,Rohn power boats,"new boat from stock,Unleaded",2018,Wood,Switzerland » Bielersee » Twann ,146,Switzerland
EUR ,110200,Sport Boat,Crownline power boats,"new boat from stock,Unleaded",2019,GRP,"Germany » SIEGEL AUTO  und  BOOT GUMMERSBA, SIEGEL AUTO  und",145,Germany
CHF ,119000,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1996,Wood,Switzerland » Lake of Zurich » Kilchberg,573,Switzerland
CHF ,119000,Cabin Boat,Stama power boats,"Used boat,Diesel",2009,Plastic,Switzerland » Murtensee » Vallamand,1414,Switzerland
EUR ,110000,Flybridge,Altair power boats,Used boat,2010,GRP,Italy » Liguria » Liguria,146,Italy
EUR ,115000,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2009,PVC,"France » 29200 BREST, France",82,France
EUR ,115000,Motor Yacht,De Boarnstream power boats,"Used boat,Diesel",1995,Steel,Germany » Berlin » Berlin,127,Germany
EUR ,115000,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2006,GRP,Croatia (Hrvatska) » INFO DD-YACHTING,146,Croatia (Hrvatska)
EUR ,115000,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2013,Plastic,Marina Punat,209,Marina Punat
EUR ,115000,Motor Yacht,Veha power boats,"Used boat,Diesel",2005,Steel,Germany » Nordsee » Nordsee,207,Germany
EUR ,115000,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2011,PVC,"France » AJACCIO, AJACCIO",96,France
EUR ,115000,Flybridge,Uniesse power boats,"Used boat,Diesel",1993,GRP,Italy » Mar Tirreno,60,Italy
EUR ,115000,Cabin Boat,Gobbi power boats,"Used boat,Diesel",2001,GRP,Germany » Lake Constance » Bodman,478,Germany
EUR ,114990,Sport Boat,Regal power boats,"new boat on order,Unleaded",2020,GRP,Germany » ab Herford,122,Germany
EUR ,114969,Motor Yacht,Scandinavia power boats,"new boat from stock,Diesel",2019,GRP,Poland » Polen,123,Poland
EUR ,114900,Motor Yacht,Princess power boats,"Used boat,Diesel",2000,GRP,Croatia (Hrvatska) » Kvarner,421,Croatia (Hrvatska)
EUR ,116537,Deck Boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,PVC,Spain » Alicante (Alacant),40,Spain
EUR ,116000,Hardtop,Jeanneau power boats,"Used boat,Diesel",2012,GRP,Croatia (Hrvatska) » INFO DD-YACHTING,94,Croatia (Hrvatska)
EUR ,116000,Motor Yacht,Sealine power boats,"Used boat,Diesel",1996,GRP,Germany » Ludwigshafen,142,Germany
EUR ,116000,Flybridge,Sealine power boats,"Used boat,Diesel",1996,GRP,Germany » INFO DD-YACHTING,80,Germany
EUR ,115900,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2007,GRP,Croatia (Hrvatska) » Kvarner,94,Croatia (Hrvatska)
EUR ,115900,Bowrider,Sea Ray power boats,"Display Model,Unleaded",2020,GRP,Germany » Bayern » Boote Pfister GmbH Schwebheim / Schweinfurt,176,Germany
CHF ,125093,Sport Boat,Four Winns power boats,"new boat from stock,Unleaded",2020,GRP,Switzerland » Vierwaldstättersee » Stansstad,198,Switzerland
CHF ,125000,Sport Boat,Anytec Boats power boats,"Display Model,Unleaded",2019,Aluminium,Switzerland » Zugersee » Baar,200,Switzerland
EUR ,119000,Flybridge,Symbol Yachts power boats,"Used boat,Diesel",1992,PVC,Spain » Torrevieja,106,Spain
EUR ,119000,Hardtop,Bavaria power boats,"Used boat,Diesel",2007,GRP,Croatia (Hrvatska) » INFO DD-YACHTING,203,Croatia (Hrvatska)
EUR ,119000,Hardtop,Bavaria power boats,"Used boat,Diesel",2007,GRP,Croatia (Hrvatska),91,Croatia (Hrvatska)
EUR ,119000,Trawler,Linssen power boats,"Used boat,Diesel",1999,Steel,Netherlands » Op aanvraag - Auf Anfrage - On request,106,Netherlands
EUR ,119000,Flybridge,Galeon power boats,Used boat,2008,GRP,"Croatia (Hrvatska) » Split, (CRO)",107,Croatia (Hrvatska)
EUR ,119000,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2005,GRP,Croatia (Hrvatska) » NOVIGRAD INFO BOOTE RIEDL,193,Croatia (Hrvatska)
EUR ,119000,Sport Boat,Boston Whaler power boats,"Used boat,Unleaded",2017,GRP,Spain » Baleares » Andratx,81,Spain
EUR ,119000,Wakeboard/Wakesurf,Nautique power boats,"new boat on order,Unleaded",2020,GRP,Germany » Rhein » Worms,72,Germany
EUR ,119000,Cabin Boat,Aquador power boats,"new boat from stock,Unleaded",2019,GRP,Germany » Traben-Trabach,161,Germany
EUR ,120000,"Runabout,Sport Boat",Boesch power boats,"Used boat,Unleaded",2006,Wood,Germany » Bayern » Frieding,166,Germany
EUR ,120000,Flybridge,Dellapasqua power boats,Used boat,2006,GRP,Italy » Sardegna » Sardegna,93,Italy
EUR ,120000,Motor Yacht,Pershing power boats,Used boat,2006,GRP,Spain » Balearic Islands,128,Spain
EUR ,120000,Trawler,Ecoline power boats,"Used boat,Electric",2019,GRP,Italy » Lombardia - Trentino Alto Adige » Sarnico,149,Italy
EUR ,120000,Flybridge,ARS Mare power boats,"Used boat,Diesel",2001,GRP,Italy » Mar Tirreno,102,Italy
EUR ,120000,Flybridge,Princess power boats,"Used boat,Diesel",1993,GRP,Netherlands » Ijsselmeer,84,Netherlands
EUR ,120000,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2003,GRP,France » PACA ,170,France
EUR ,120000,Motor Yacht,Apreamare power boats,"Used boat,Diesel",2003,GRP,Italy » Campania » Campania,68,Italy
EUR ,120000,Flybridge,Azimut power boats,"Used boat,Diesel",1999,PVC,"France » LA GRANDE MOTTE, France",165,France
EUR ,119999,Motor Yacht,Astondoa power boats,Used boat,2001,GRP,"Spain » Ibiza, Balearic Islands",92,Spain
EUR ,119990,Motor Yacht,Saver power boats,"Display Model,Unleaded",2018,GRP,Germany » Gersthofen,142,Germany
CHF ,130000,"Classic,Runabout",Pedrazzini power boats,"Used boat,Unleaded",1995,Wood,Switzerland » Lake of Zurich » Bäch ,280,Switzerland
CHF ,130910,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,GRP,Switzerland » Neuenburgersee » Concise ,159,Switzerland
CHF ,129900,Motor Yacht,Monterey power boats,"new boat from stock,Unleaded",2017,GRP,Switzerland » Bielersee » 3421 Lyssach,193,Switzerland
Â£ ,109950,Sport Boat,Fairline power boats,"Used boat,Diesel",2001,PVC,"United Kingdom » Lincoln, Royaume Uni",179,United Kingdom
CHF ,130290,Pilothouse,Bayliner power boats,"new boat from stock,Unleaded",2020,GRP,Switzerland » Lake Geneva » Lausanne ,278,Switzerland
CHF ,129800,Wakeboard/Wakesurf,Malibu power boats,"Used boat,Unleaded",2019,GRP,Switzerland » Lake Geneva » Ochy,908,Switzerland
EUR ,120000,Motor Yacht,Elan power boats,"Used boat,Diesel",2006,GRP,Croatia (Hrvatska),135,Croatia (Hrvatska)
EUR ,120000,Flybridge,Edership power boats,"Used boat,Diesel",1991,GRP,Croatia (Hrvatska) » Dalmatia,143,Croatia (Hrvatska)
EUR ,120000,Center console boat,Sarnico power boats,"Used boat,Diesel",1996,GRP,Italy » Toscana » Toscana,73,Italy
EUR ,120000,Sport Boat,Italversil power boats,"Used boat,Diesel",1990,GRP,Italy » Toscana » Toscana,71,Italy
EUR ,120000,Motor Yacht,Elan power boats,"Used boat,Diesel",2007,GRP,Croatia (Hrvatska) » INFO DD-YACHTING,224,Croatia (Hrvatska)
EUR ,120000,Center console boat,Prinz power boats,"Used boat,Diesel",2008,GRP,Spain,113,Spain
EUR ,125000,Flybridge,Mochi Craft power boats,"Used boat,Diesel",1995,GRP,Italy » Campania » Campania,75,Italy
EUR ,125000,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2009,PVC,"France » LORIENT, France",115,France
EUR ,125000,Fishing Boat,Bertram power boats,"Used boat,Diesel",1991,GRP,France » PACA,96,France
EUR ,125000,Cabin Boat,Cranchi power boats,"Used boat,Diesel",2010,GRP,France » Côte d'Azur » Les Marines de Cogolin,83,France
EUR ,124900,Motor Yacht,Astor power boats,"Used boat,Diesel",1994,GRP,Germany » Nordrhein-Westfalen » Grevenbroich,141,Germany
EUR ,124900,Cabin Boat,Regal power boats,new boat on order,2020,GRP,Germany » Herford,89,Germany
EUR ,124900,Motor Yacht,Grandezza power boats,"Used boat,Diesel",2014,GRP,Croatia (Hrvatska) » Dalmatien ,255,Croatia (Hrvatska)
EUR ,124900,Motor Yacht,Sealine power boats,"Used boat,Diesel",1994,GRP,Germany » Ostsee » Lübecker Bucht ,291,Germany
EUR ,124900,Motor Yacht,Sealine power boats,"Used boat,Diesel",1994,GRP,Germany » Raum Lübeck,151,Germany
EUR ,124712,Motor Yacht,Cobra Yachts power boats,"new boat from stock,Diesel",2019,GRP,Poland » Werft,325,Poland
Â£ ,114950,Motor Yacht,Baia power boats,"Used boat,Diesel",1999,GRP,United Kingdom » Southampton,73,United Kingdom
Â£ ,114950,Hardtop,Jeanneau power boats,"Used boat,Diesel",2012,PVC,"United Kingdom » Lincoln, Lincoln",71,United Kingdom
EUR ,126000,Motor Yacht,Neptunus power boats,"Used boat,Diesel",2001,GRP,Spain » Altea,70,Spain
EUR ,126000,Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",2006,PVC,"France » PORNICHET, France",100,France
EUR ,125990,Pilothouse,Maxum power boats,"Used boat,Unleaded",2007,GRP,Croatia (Hrvatska) » NOVIGRAD,70,Croatia (Hrvatska)
EUR ,125900,Deck Boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,PVC,"France » LA ROCHELLE, LA ROCHELLE",33,France
CHF ,135000,Flybridge,Cranchi power boats,"Used boat,Diesel",1995,GRP,Switzerland » Stansstad,255,Switzerland
CHF ,136000,Wakeboard/Wakesurf,Nautique power boats,"Used boat,Unleaded",2017,GRP,Switzerland » Schmerikon,780,Switzerland
CHF ,135340,Motor Yacht,Viper power boats,"new boat from stock,Unleaded",2020,GRP,Germany » Lake Constance » Romanshorn/Kirchberg (DE) ,242,Germany
EUR ,125000,Motor Yacht,Rizzardi power boats,"Used boat,Diesel",1995,GRP,Italy » Mar Tirreno,58,Italy
EUR ,125000,Cabin Boat,Atlantis power boats,"Used boat,Diesel",2007,GRP,Germany » Lake Constance » Konstanz,364,Germany
EUR ,125000,Motor Yacht,Princess power boats,"Used boat,Diesel",1999,GRP,Portugal » South Of,464,Portugal
EUR ,125000,Runabout,Cranchi power boats,"Used boat,Unleaded",2017,GRP,Italy » Lago Maggiore » Dormelletto (NO) ,155,Italy
EUR ,129000,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,PVC,"France » MARTIGUES, France",28,France
